SZ_FCT_BRAND,SZ_FCT_CATG_ID,SZ_FCT_SORT_ORDER_NUMBER,SZ_FCT_NUMBER_OF_DIM,DIMENSION,SZ_FCT_NAME,SZ_FCT_ALPH_ALT_CTG_ID,SZ_FCT_ALPH_ALT_CTG,SZ_FACET_WEB_NAME,SZ_DIM1_NAME,SZ_DIM2_NAME,SZ_VARIANT_SORT_ORDER,SZ_FACET_DESCRIPTION,SZ_FCT_VAL_NM,SZ_FCT_VAL_NM_2,COL_POS_NBR,DEPARTMENT_TAG_NAME,PRODUCT_TYPE_TAG_NAME,CATEGORY_GROUP_TAG_NAME
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,L,,3,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,L,,3,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,XL,,4,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,XL,,4,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,XXL,,5,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,1,Regular,XXL,,5,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,M,,0,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,M,,0,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,L,,1,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,L,,1,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,XL,,2,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,XL,,2,Girls,Apparel,Dresses
GAP,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,XXL,,3,Girls,Apparel,Dresses
ON,57,3,1,1,"Girls' Dresses",,,Dresses,size,,7,Plus,XXL,,3,Girls,Apparel,Dresses
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XS,,0,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XS,,0,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XS,,0,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,S,,1,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,S,,1,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,S,,1,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,M,,2,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,M,,2,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,M,,2,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,L,,3,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,L,,3,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,L,,3,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XL,,4,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XL,,4,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XL,,4,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XXL,,5,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XXL,,5,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,1,Regular,XXL,,5,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,M,,0,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,M,,0,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,M,,0,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,L,,1,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,L,,1,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,L,,1,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XL,,2,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XL,,2,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XL,,2,Girls,Apparel,Outerwear
AT,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XXL,,3,Girls,Apparel,Outerwear
GAP,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XXL,,3,Girls,Apparel,Outerwear
ON,58,4,1,1,"Girls' Outerwear ONGP",,,Outerwear,size,,7,Plus,XXL,,3,Girls,Apparel,Outerwear
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXS,,0,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXS,,0,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXS,,0,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XS,,1,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XS,,1,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XS,,1,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,S,,2,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,S,,2,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,S,,2,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,M,,3,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,M,,3,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,M,,3,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,L,,4,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,L,,4,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,L,,4,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XL,,5,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XL,,5,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XL,,5,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXL,,6,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXL,,6,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,1,Regular,XXL,,6,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,M,,0,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,M,,0,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,M,,0,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,L,,1,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,L,,1,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,L,,1,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XL,,2,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XL,,2,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XL,,2,Girls,Apparel,Tops
AT,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XXL,,3,Girls,Apparel,Tops
GAP,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XXL,,3,Girls,Apparel,Tops
ON,59,1,1,1,"Girls' Tops",,,Tops,size,,7,Plus,XXL,,3,Girls,Apparel,Tops
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XS,,0,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XS,,0,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XS,,0,Girls,Apparel,"Bras or Support Tops"
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,S,,1,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,S,,1,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,S,,1,Girls,Apparel,"Bras or Support Tops"
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,M,,2,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,M,,2,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,M,,2,Girls,Apparel,"Bras or Support Tops"
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,L,,3,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,L,,3,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,L,,3,Girls,Apparel,"Bras or Support Tops"
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XL,,4,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XL,,4,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XL,,4,Girls,Apparel,"Bras or Support Tops"
AT,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XXL,,5,Girls,Apparel,"Bras or Support Tops"
GAP,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XXL,,5,Girls,Apparel,"Bras or Support Tops"
ON,60,12,1,1,"Girls' Bras and Support Tops",,,"Bras & Support Tops",size,,1,Regular,XXL,,5,Girls,Apparel,"Bras or Support Tops"
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,00,XXS/XS,0,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,00,XXS/XS,0,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,00,XXS/XS,0,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,00,XXS/XS,0,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,0,XS,1,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,0,XS,1,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,0,XS,1,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,0,XS,1,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,2,XS,2,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,2,XS,2,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,2,XS,2,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,2,XS,2,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,4,S,3,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,4,S,3,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,4,S,3,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,4,S,3,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,6,S,4,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,6,S,4,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,6,S,4,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,6,S,4,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,8,M,5,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,8,M,5,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,8,M,5,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,8,M,5,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,10,M,6,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,10,M,6,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,10,M,6,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,10,M,6,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,12,L,7,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,12,L,7,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,12,L,7,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,12,L,7,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,14,L,8,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,14,L,8,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,14,L,8,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,14,L,8,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,16,XL,9,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,16,XL,9,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,16,XL,9,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,16,XL,9,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,18,XL,10,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,18,XL,10,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,18,XL,10,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,18,XL,10,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,20,XXL,11,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,20,XXL,11,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,20,XXL,11,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,1,Regular,20,XXL,11,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,00,XXS/XS,0,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,00,XXS/XS,0,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,00,XXS/XS,0,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,00,XXS/XS,0,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,0,XS,1,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,0,XS,1,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,0,XS,1,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,0,XS,1,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,2,XS,2,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,2,XS,2,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,2,XS,2,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,2,XS,2,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,4,S,3,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,4,S,3,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,4,S,3,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,4,S,3,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,6,S,4,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,6,S,4,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,6,S,4,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,6,S,4,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,8,M,5,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,8,M,5,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,8,M,5,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,8,M,5,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,10,M,6,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,10,M,6,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,10,M,6,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,10,M,6,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,12,L,7,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,12,L,7,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,12,L,7,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,12,L,7,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,14,L,8,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,14,L,8,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,14,L,8,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,14,L,8,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,16,XL,9,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,16,XL,9,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,16,XL,9,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,16,XL,9,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,18,XL,10,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,18,XL,10,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,18,XL,10,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,18,XL,10,Women,Apparel,Bottoms
AT,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,20,XXL,11,Women,Apparel,Bottoms
BR,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,20,XXL,11,Women,Apparel,Bottoms
GAP,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,20,XXL,11,Women,Apparel,Bottoms
ON,61,2,2,1,"Women's Bottoms BRONGA",28,"Women's Bottoms Alpha",Bottoms,size,inseam,3,Tall,20,XXL,11,Women,Apparel,Bottoms
