SZ_FCT_BRAND,SZ_FCT_CATG_ID,SZ_FCT_SORT_ORDER_NUMBER,SZ_FCT_NUMBER_OF_DIM,DIMENSION,SZ_FCT_NAME,SZ_FCT_ALPH_ALT_CTG_ID,SZ_FCT_ALPH_ALT_CTG,SZ_FACET_WEB_NAME,SZ_DIM1_NAME,SZ_DIM2_NAME,SZ_VARIANT_SORT_ORDER,SZ_FACET_DESCRIPTION,SZ_FCT_VAL_NM,SZ_FCT_VAL_NM_2,COL_POS_NBR,DEPARTMENT_TAG_NAME,PRODUCT_TYPE_TAG_NAME,CATEGORY_GROUP_TAG_NAME
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9,,1,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9,,1,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9,,1,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9,,1,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9.5,,2,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9.5,,2,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9.5,,2,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,9.5,,2,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10,,3,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10,,3,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10,,3,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10,,3,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10.5,,4,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10.5,,4,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10.5,,4,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,10.5,,4,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11,,5,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11,,5,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11,,5,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11,,5,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11.5,,6,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11.5,,6,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11.5,,6,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,11.5,,6,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,12,,7,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,12,,7,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,12,,7,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,12,,7,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Medium,,0,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Medium,,0,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Medium,,0,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Medium,,0,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Wide,,1,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Wide,,1,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Wide,,1,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,Wide,,1,Girls,Shoes,"Girls Toddler Shoes"
AT,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,X-Wide,,2,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,X-Wide,,2,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,X-Wide,,2,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,2,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,X-Wide,,2,Girls,Shoes,"Girls Toddler Shoes"
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"Up to 7 lbs",,0,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"Up to 7 lbs",,0,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"0-3 M",,1,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"0-3 M",,1,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"3-6 M",,2,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"3-6 M",,2,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"6-12 M",,3,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"6-12 M",,3,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"12-18 M",,4,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"12-18 M",,4,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"18-24 M",,5,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,"18-24 M",,5,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,5,,6,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,5,,6,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,6,,7,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,6,,7,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,7,,8,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,7,,8,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,8,,9,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,8,,9,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,9,,10,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,9,,10,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,10,,11,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,10,,11,"Baby Boys",Shoes,Shoes
GAP,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,11,,12,"Baby Boys",Shoes,Shoes
ON,39,5,1,1,"Baby Boy's Shoes ONGP",,,Shoes,size,,1,Regular,11,,12,"Baby Boys",Shoes,Shoes
AT,43,20,1,1,"One Size SFC",,,"One Size Products",size,,1,Regular,"One Size",,0,,,"One Size"
BR,43,20,1,1,"One Size SFC",,,"One Size Products",size,,1,Regular,"One Size",,0,,,"One Size"
GAP,43,20,1,1,"One Size SFC",,,"One Size Products",size,,1,Regular,"One Size",,0,,,"One Size"
ON,43,20,1,1,"One Size SFC",,,"One Size Products",size,,1,Regular,"One Size",,0,,,"One Size"
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,00,XXS,0,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,00,XXS,0,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,00,XXS,0,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,00,XXS,0,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,0,XS,1,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,0,XS,1,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,0,XS,1,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,0,XS,1,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,2,XS,2,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,2,XS,2,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,2,XS,2,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,2,XS,2,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,4,S,3,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,4,S,3,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,4,S,3,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,4,S,3,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,6,S,4,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,6,S,4,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,6,S,4,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,6,S,4,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,8,M,5,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,8,M,5,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,8,M,5,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,8,M,5,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,10,M,6,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,10,M,6,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,10,M,6,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,10,M,6,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,12,L,7,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,12,L,7,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,12,L,7,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,12,L,7,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,14,L,8,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,14,L,8,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,14,L,8,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,14,L,8,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,16,XL,9,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,16,XL,9,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,16,XL,9,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,16,XL,9,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,18,XL,10,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,18,XL,10,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,18,XL,10,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,18,XL,10,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,20,XXL,11,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,20,XXL,11,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,20,XXL,11,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,1,Regular,20,XXL,11,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,0,XS,0,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,0,XS,0,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,0,XS,0,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,0,XS,0,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,2,XS,1,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,2,XS,1,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,2,XS,1,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,2,XS,1,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,4,S,2,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,4,S,2,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,4,S,2,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,4,S,2,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,6,S,3,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,6,S,3,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,6,S,3,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,6,S,3,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,8,M,4,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,8,M,4,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,8,M,4,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,8,M,4,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,10,M,5,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,10,M,5,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,10,M,5,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,10,M,5,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,12,L,6,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,12,L,6,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,12,L,6,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,12,L,6,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,14,L,7,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,14,L,7,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,14,L,7,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,14,L,7,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,16,XL,8,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,16,XL,8,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,16,XL,8,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,16,XL,8,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,18,XL,9,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,18,XL,9,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,18,XL,9,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,18,XL,9,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,20,XXL,10,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,20,XXL,10,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,20,XXL,10,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,3,Tall,20,XXL,10,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,00,XXS,0,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,00,XXS,0,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,00,XXS,0,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,00,XXS,0,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,0,XS,1,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,0,XS,1,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,0,XS,1,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,0,XS,1,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,2,XS,2,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,2,XS,2,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,2,XS,2,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,2,XS,2,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,4,S,3,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,4,S,3,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,4,S,3,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,4,S,3,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,6,S,4,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,6,S,4,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,6,S,4,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,6,S,4,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,8,M,5,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,8,M,5,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,8,M,5,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,8,M,5,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,10,M,6,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,10,M,6,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,10,M,6,Women,Apparel,Tops
ON,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,10,M,6,Women,Apparel,Tops
AT,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,12,L,7,Women,Apparel,Tops
BR,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,12,L,7,Women,Apparel,Tops
GAP,55,1,1,1,"Women's Tops BRONGA",3,"Women's Tops Alpha",Tops,size,,4,Petite,12,L,7,Women,Apparel,Tops
